rssi1,rssi2,rssi3,rssi4,rssi5,rssi6,rssi7,rssi8,x_pos,y_pos,,,,,,,,,
-57,-68,-69,-60,-71,-55,-52,-59,2,3,,,,,,,,,
-58,-66,-64,-67,-56,-51,-55,-74,2,3,,,,,,,,,
-63,-59,-64,-67,-63,-51,-50,-72,2,3,,,,,,,,,
-58,-65,-64,-66,-55,-51,-54,-73,2,3,,,,,,,,,
-66,-59,-67,-66,-55,-51,-50,-60,2,3,,,,,,,,,
-57,-70,-64,-60,-71,-54,-52,-65,2,3,,,,,,,,,
-58,-66,-64,-60,-56,-52,-51,-75,2,3,,,,,,,,,
-61,-60,-68,-66,-63,-46,-50,-60,2,3,,,,,,,,,
-57,-74,-63,-67,-70,-55,-52,-65,2,3,,,,,,,,,
-58,-60,-63,-68,-57,-52,-52,-73,2,3,,,,,,,,,
-61,-75,-68,-68,-65,-51,-54,-60,2,3,,,,,,,,,
-57,-67,-64,-66,-69,-53,-50,-60,2,3,,,,,,,,,
-58,-60,-64,-60,-57,-52,-52,-72,2,3,,,,,,,,,
-61,-61,-68,-67,-64,-52,-54,-60,2,3,,,,,,,,,
-62,-73,-64,-65,-71,-55,-50,-60,2,3,,,,,,,,,
-57,-66,-68,-60,-56,-53,-52,-74,2,3,,,,,,,,,
-62,-60,-61,-67,-65,-51,-55,-72,2,3,,,,,,,,,
-57,-66,-64,-66,-68,-55,-57,-66,2,3,,,,,,,,,
-57,-57,-68,-60,-56,-52,-52,-72,2,3,,,,,,,,,
-58,-57,-62,-67,-66,-52,-55,-71,2,3,,,,,,,,,
-62,-67,-64,-64,-69,-54,-50,-66,2,3,,,,,,,,,
-58,-58,-68,-61,-56,-52,-52,-65,2,3,,,,,,,,,
-62,-57,-63,-65,-64,-51,-55,-77,2,3,,,,,,,,,
-60,-74,-64,-64,-68,-54,-50,-60,2,3,,,,,,,,,
-57,-58,-65,-69,-56,-52,-53,-65,2,3,,,,,,,,,
-58,-58,-64,-61,-65,-46,-50,-71,2,3,,,,,,,,,
-63,-75,-64,-59,-67,-54,-50,-60,2,3,,,,,,,,,
-56,-58,-67,-65,-55,-51,-55,-64,2,3,,,,,,,,,
-62,-58,-63,-59,-66,-54,-51,-61,2,3,,,,,,,,,
-62,-70,-64,-58,-68,-54,-51,-64,2,3,,,,,,,,,
-56,-57,-65,-67,-55,-49,-53,-75,2,3,,,,,,,,,
-56,-72,-63,-59,-68,-51,-50,-64,2,3,,,,,,,,,
-58,-58,-64,-67,-58,-51,-52,-75,2,3,,,,,,,,,
-62,-58,-68,-67,-66,-55,-54,-60,2,3,,,,,,,,,
-56,-66,-64,-58,-58,-51,-54,-60,2,3,,,,,,,,,
-58,-68,-64,-68,-66,-50,-53,-73,2,3,,,,,,,,,
-56,-65,-64,-58,-64,-52,-50,-67,2,3,,,,,,,,,
-56,-59,-64,-68,-67,-50,-53,-72,2,3,,,,,,,,,
-58,-59,-69,-68,-66,-57,-54,-60,2,3,,,,,,,,,
-63,-66,-64,-57,-63,-55,-54,-60,2,3,,,,,,,,,
-56,-59,-64,-70,-56,-55,-52,-72,2,3,,,,,,,,,
-58,-68,-69,-69,-67,-55,-54,-60,2,3,,,,,,,,,
-65,-65,-68,-59,-63,-51,-50,-68,2,3,,,,,,,,,
-56,-58,-64,-71,-69,-50,-50,-72,2,3,,,,,,,,,
-58,-69,-69,-66,-69,-55,-52,-60,2,3,,,,,,,,,
-64,-65,-64,-59,-63,-51,-54,-67,2,3,,,,,,,,,
-56,-59,-64,-73,-69,-50,-52,-74,2,3,,,,,,,,,
-58,-69,-70,-66,-63,-55,-52,-61,2,3,,,,,,,,,
-56,-58,-64,-69,-69,-50,-50,-69,2,3,,,,,,,,,
-57,-58,-69,-66,-63,-52,-54,-59,2,3,,,,,,,,,
-63,-68,-64,-59,-63,-50,-56,-59,2,3,,,,,,,,,
-56,-66,-69,-69,-66,-55,-53,-66,2,3,,,,,,,,,
-56,-59,-64,-58,-69,-50,-53,-73,2,3,,,,,,,,,
-57,-68,-65,-70,-63,-50,-54,-59,2,3,,,,,,,,,
-56,-59,-68,-66,-69,-59,-50,-66,2,3,,,,,,,,,
-56,-59,-64,-59,-63,-50,-53,-73,2,3,,,,,,,,,
-63,-68,-64,-70,-63,-50,-54,-59,2,3,,,,,,,,,
-62,-66,-68,-70,-67,-55,-50,-66,2,3,,,,,,,,,
-62,-68,-64,-70,-56,-50,-54,-59,2,3,,,,,,,,,
-55,-59,-64,-66,-67,-55,-50,-66,2,3,,,,,,,,,
-57,-56,-69,-59,-63,-50,-53,-66,2,3,,,,,,,,,
-63,-69,-65,-59,-56,-50,-50,-73,2,3,,,,,,,,,
-57,-59,-68,-66,-63,-50,-54,-66,2,3,,,,,,,,,
-60,-68,-64,-58,-56,-50,-51,-77,2,3,,,,,,,,,
-56,-66,-69,-68,-66,-55,-52,-65,2,3,,,,,,,,,
-56,-58,-64,-66,-64,-50,-54,-74,2,3,,,,,,,,,
-57,-72,-64,-57,-57,-50,-50,-61,2,3,,,,,,,,,
-62,-64,-64,-69,-67,-55,-52,-72,2,3,,,,,,,,,
-56,-56,-68,-66,-67,-50,-54,-70,2,3,,,,,,,,,
-57,-71,-64,-58,-56,-50,-50,-69,2,3,,,,,,,,,
-62,-59,-64,-69,-69,-52,-50,-69,2,3,,,,,,,,,
-56,-58,-68,-65,-64,-50,-52,-69,2,3,,,,,,,,,
-58,-74,-64,-59,-58,-50,-55,-73,2,3,,,,,,,,,
-62,-82,-64,-67,-64,-56,-55,-69,2,3,,,,,,,,,
-56,-79,-68,-65,-66,-51,-52,-69,2,3,,,,,,,,,
-58,-65,-64,-60,-66,-50,-55,-69,2,3,,,,,,,,,
-62,-59,-64,-68,-66,-55,-52,-68,2,3,,,,,,,,,
-58,-60,-68,-60,-56,-51,-50,-61,2,3,,,,,,,,,
-62,-60,-64,-68,-66,-51,-52,-61,2,3,,,,,,,,,
-56,-84,-64,-64,-67,-51,-55,-67,2,3,,,,,,,,,
-57,-59,-63,-60,-56,-51,-50,-67,2,3,,,,,,,,,
-60,-73,-64,-67,-67,-55,-52,-61,2,3,,,,,,,,,
-61,-69,-69,-67,-63,-51,-55,-64,2,3,,,,,,,,,
-56,-66,-63,-66,-56,-48,-55,-71,2,3,,,,,,,,,
-58,-60,-65,-66,-65,-55,-50,-63,2,3,,,,,,,,,
-62,-75,-69,-58,-68,-50,-52,-68,2,3,,,,,,,,,
-55,-68,-64,-60,-55,-50,-55,-68,2,3,,,,,,,,,
-57,-60,-66,-67,-66,-55,-54,-67,2,3,,,,,,,,,
-62,-73,-69,-60,-66,-51,-52,-69,2,3,,,,,,,,,
-58,-59,-65,-62,-64,-50,-51,-68,2,3,,,,,,,,,
-62,-72,-70,-66,-65,-48,-52,-68,2,3,,,,,,,,,
-56,-64,-64,-62,-57,-55,-55,-59,2,3,,,,,,,,,
-57,-60,-65,-60,-65,-51,-50,-64,2,3,,,,,,,,,
-62,-73,-70,-67,-63,-50,-52,-66,2,3,,,,,,,,,
-61,-66,-64,-64,-58,-51,-55,-74,2,3,,,,,,,,,
-56,-60,-65,-63,-64,-51,-50,-68,2,3,,,,,,,,,
-61,-71,-69,-68,-67,-51,-50,-68,2,3,,,,,,,,,
-56,-67,-64,-64,-57,-55,-57,-60,2,3,,,,,,,,,
-61,-70,-63,-68,-68,-51,-52,-78,2,3,,,,,,,,,
-56,-67,-65,-65,-57,-55,-55,-60,2,3,,,,,,,,,
-58,-60,-65,-61,-64,-53,-50,-68,2,3,,,,,,,,,
-56,-69,-65,-65,-57,-55,-55,-73,2,3,,,,,,,,,
-58,-60,-65,-61,-64,-51,-50,-73,2,3,,,,,,,,,
-62,-74,-63,-68,-67,-46,-52,-71,2,3,,,,,,,,,
-56,-73,-65,-66,-56,-51,-55,-61,2,3,,,,,,,,,
-59,-66,-69,-61,-65,-55,-50,-72,2,3,,,,,,,,,
-61,-60,-62,-69,-68,-51,-50,-71,2,3,,,,,,,,,
-56,-67,-69,-66,-56,-55,-55,-61,2,3,,,,,,,,,
-59,-60,-69,-61,-64,-53,-50,-71,2,3,,,,,,,,,
-62,-60,-60,-69,-68,-51,-50,-68,2,3,,,,,,,,,
-62,-74,-64,-66,-57,-51,-52,-70,2,3,,,,,,,,,
-61,-69,-62,-69,-57,-51,-50,-68,2,3,,,,,,,,,
-56,-68,-64,-69,-63,-51,-52,-63,2,3,,,,,,,,,
-61,-71,-63,-68,-67,-51,-50,-64,2,3,,,,,,,,,
-55,-69,-64,-65,-57,-55,-52,-61,2,3,,,,,,,,,
-59,-60,-69,-60,-63,-54,-55,-61,2,3,,,,,,,,,
-61,-72,-63,-68,-57,-52,-50,-69,2,3,,,,,,,,,
-58,-68,-64,-66,-64,-48,-52,-68,2,3,,,,,,,,,
-62,-60,-69,-60,-64,-52,-55,-60,2,3,,,,,,,,,
-56,-75,-63,-67,-57,-51,-50,-67,2,3,,,,,,,,,
-58,-66,-65,-66,-64,-51,-52,-71,2,3,,,,,,,,,
-63,-60,-69,-67,-67,-51,-55,-66,2,3,,,,,,,,,
-56,-70,-63,-67,-67,-54,-55,-66,2,3,,,,,,,,,
-58,-67,-65,-69,-63,-53,-52,-73,2,3,,,,,,,,,
-62,-60,-69,-68,-67,-51,-52,-65,2,3,,,,,,,,,
-56,-71,-69,-67,-57,-51,-50,-72,2,3,,,,,,,,,
-58,-66,-65,-67,-63,-54,-52,-60,2,3,,,,,,,,,
-58,-60,-70,-60,-63,-51,-56,-65,2,3,,,,,,,,,
-61,-70,-63,-66,-57,-51,-50,-65,2,3,,,,,,,,,
-56,-67,-66,-66,-63,-50,-52,-74,2,3,,,,,,,,,
-58,-71,-69,-68,-62,-51,-55,-65,2,3,,,,,,,,,
-62,-66,-62,-66,-67,-51,-50,-71,2,3,,,,,,,,,
-56,-60,-65,-59,-62,-54,-52,-59,2,3,,,,,,,,,
-58,-70,-69,-68,-63,-54,-55,-67,2,3,,,,,,,,,
-62,-67,-63,-68,-57,-51,-50,-69,2,3,,,,,,,,,
-56,-67,-66,-65,-64,-54,-52,-60,2,3,,,,,,,,,
-58,-59,-69,-60,-66,-55,-55,-66,2,3,,,,,,,,,
-62,-71,-63,-67,-58,-51,-51,-70,2,3,,,,,,,,,
-58,-67,-63,-67,-64,-55,-52,-60,2,3,,,,,,,,,
-58,-59,-68,-61,-64,-54,-55,-66,2,3,,,,,,,,,
-62,-67,-68,-68,-58,-49,-50,-71,2,3,,,,,,,,,
-57,-67,-66,-66,-64,-55,-52,-60,2,3,,,,,,,,,
-58,-59,-68,-61,-65,-51,-50,-67,2,3,,,,,,,,,
-63,-71,-66,-68,-58,-52,-52,-67,2,3,,,,,,,,,
-55,-68,-68,-66,-64,-55,-54,-59,2,3,,,,,,,,,
-57,-59,-64,-61,-65,-51,-54,-67,2,3,,,,,,,,,
-62,-72,-64,-66,-58,-55,-50,-73,2,3,,,,,,,,,
-58,-59,-68,-60,-65,-49,-55,-67,2,3,,,,,,,,,
-62,-72,-63,-66,-58,-55,-50,-71,2,3,,,,,,,,,
-56,-66,-65,-65,-62,-51,-55,-60,2,3,,,,,,,,,
-58,-58,-69,-60,-64,-51,-50,-67,2,3,,,,,,,,,
-62,-74,-63,-64,-57,-54,-52,-69,2,3,,,,,,,,,
-58,-67,-65,-67,-64,-51,-55,-61,2,3,,,,,,,,,
-58,-58,-70,-68,-64,-51,-50,-67,2,3,,,,,,,,,
-64,-80,-64,-67,-67,-55,-52,-71,2,3,,,,,,,,,
-58,-67,-64,-59,-64,-51,-54,-61,2,3,,,,,,,,,
-58,-58,-69,-67,-67,-52,-50,-71,2,3,,,,,,,,,
-56,-76,-64,-65,-56,-54,-52,-67,2,3,,,,,,,,,
-58,-68,-64,-59,-64,-50,-55,-61,2,3,,,,,,,,,
-58,-58,-71,-69,-64,-52,-50,-70,2,3,,,,,,,,,
-56,-76,-63,-65,-56,-54,-53,-65,2,3,,,,,,,,,
-57,-76,-65,-61,-65,-51,-54,-67,2,3,,,,,,,,,
-57,-60,-65,-67,-65,-52,-50,-65,2,3,,,,,,,,,
-63,-78,-63,-65,-57,-54,-52,-67,2,3,,,,,,,,,
-56,-68,-64,-65,-63,-51,-55,-61,2,3,,,,,,,,,
-58,-58,-64,-59,-65,-52,-50,-66,2,3,,,,,,,,,
-56,-68,-65,-66,-63,-52,-55,-61,2,3,,,,,,,,,
-57,-58,-63,-59,-57,-51,-50,-68,2,3,,,,,,,,,
-62,-58,-63,-65,-56,-54,-52,-62,2,3,,,,,,,,,
-56,-67,-64,-65,-65,-51,-54,-67,2,3,,,,,,,,,
-58,-58,-69,-68,-57,-54,-51,-68,2,3,,,,,,,,,
-61,-58,-63,-68,-57,-54,-52,-62,2,3,,,,,,,,,
-56,-75,-64,-65,-62,-51,-55,-62,2,3,,,,,,,,,
-62,-58,-63,-65,-57,-50,-52,-62,2,3,,,,,,,,,
-56,-76,-64,-65,-62,-51,-55,-67,2,3,,,,,,,,,
-56,-58,-63,-68,-57,-54,-52,-67,2,3,,,,,,,,,
-57,-78,-64,-67,-62,-51,-55,-67,2,3,,,,,,,,,
-58,-67,-64,-59,-66,-49,-50,-67,2,3,,,,,,,,,
-56,-58,-64,-68,-56,-48,-55,-66,2,3,,,,,,,,,
-57,-79,-65,-65,-63,-51,-55,-67,2,3,,,,,,,,,
-57,-57,-65,-59,-66,-51,-50,-67,2,3,,,,,,,,,
-62,-58,-72,-69,-57,-54,-52,-62,2,3,,,,,,,,,
-57,-74,-65,-65,-63,-51,-55,-69,2,3,,,,,,,,,
-57,-58,-65,-59,-65,-54,-50,-68,2,3,,,,,,,,,
-66,-78,-67,-68,-57,-53,-55,-62,2,3,,,,,,,,,
-57,-75,-65,-68,-63,-51,-50,-69,2,3,,,,,,,,,
-57,-60,-69,-60,-66,-54,-52,-73,2,3,,,,,,,,,
-62,-60,-69,-67,-56,-51,-55,-62,2,3,,,,,,,,,
-57,-67,-64,-66,-62,-52,-50,-72,2,3,,,,,,,,,
-57,-58,-65,-60,-67,-54,-52,-71,2,3,,,,,,,,,
-63,-59,-77,-67,-57,-51,-55,-67,2,3,,,,,,,,,
-57,-70,-66,-67,-62,-52,-50,-69,2,3,,,,,,,,,
-58,-59,-65,-59,-67,-56,-52,-71,2,3,,,,,,,,,
-62,-59,-71,-68,-58,-51,-55,-68,2,3,,,,,,,,,
-57,-73,-65,-66,-63,-50,-50,-69,2,3,,,,,,,,,
-57,-68,-66,-59,-67,-55,-52,-68,2,3,,,,,,,,,
-57,-67,-65,-67,-63,-52,-50,-70,2,3,,,,,,,,,
-65,-56,-70,-56,-57,-51,-54,-61,2,3,,,,,,,,,
-57,-66,-66,-69,-64,-55,-50,-69,2,3,,,,,,,,,
-57,-58,-64,-59,-66,-50,-52,-62,2,3,,,,,,,,,
-63,-75,-68,-59,-57,-52,-55,-71,2,3,,,,,,,,,
-57,-67,-66,-67,-64,-55,-50,-67,2,3,,,,,,,,,
-57,-67,-64,-59,-66,-52,-52,-62,2,3,,,,,,,,,
-65,-67,-68,-59,-57,-52,-55,-70,2,3,,,,,,,,,
-65,-67,-65,-65,-64,-54,-50,-70,2,3,,,,,,,,,
-57,-59,-64,-59,-66,-51,-52,-68,2,3,,,,,,,,,
-63,-67,-69,-67,-56,-52,-55,-69,2,3,,,,,,,,,
-65,-68,-66,-67,-64,-55,-50,-67,2,3,,,,,,,,,
-58,-59,-64,-57,-66,-50,-51,-62,2,3,,,,,,,,,
-63,-82,-69,-71,-56,-51,-55,-65,2,3,,,,,,,,,
-57,-67,-66,-66,-66,-55,-50,-66,2,3,,,,,,,,,
-57,-59,-64,-59,-56,-50,-52,-66,2,3,,,,,,,,,
-63,-78,-65,-69,-59,-52,-55,-62,2,3,,,,,,,,,
-57,-67,-64,-65,-66,-54,-52,-68,2,3,,,,,,,,,
-57,-56,-69,-59,-60,-54,-52,-67,2,3,,,,,,,,,
-57,-77,-66,-67,-63,-52,-55,-66,2,3,,,,,,,,,
-57,-68,-65,-66,-65,-55,-52,-67,2,3,,,,,,,,,
-65,-58,-66,-68,-57,-52,-50,-62,2,3,,,,,,,,,
-57,-69,-64,-66,-64,-54,-52,-67,2,3,,,,,,,,,
-65,-76,-66,-68,-57,-52,-50,-67,2,3,,,,,,,,,
-57,-69,-64,-66,-65,-52,-52,-67,2,3,,,,,,,,,
-57,-77,-66,-66,-65,-48,-50,-68,2,3,,,,,,,,,
-58,-69,-64,-66,-65,-52,-52,-66,2,3,,,,,,,,,
-57,-58,-69,-60,-57,-54,-52,-63,2,3,,,,,,,,,
-57,-69,-66,-59,-66,-51,-50,-68,2,3,,,,,,,,,
-58,-69,-66,-67,-64,-52,-51,-67,2,3,,,,,,,,,
-58,-59,-69,-59,-56,-54,-55,-63,2,3,,,,,,,,,
-62,-84,-67,-70,-65,-51,-50,-70,2,3,,,,,,,,,
-68,-60,-66,-61,-55,-65,-62,-55,1.5,2.5,,,,,,,,,
-66,-60,-63,-62,-60,-72,-61,-50,1.5,2.5,,,,,,,,,
-63,-52,-68,-58,-63,-68,-60,-50,1.5,2.5,,,,,,,,,
-66,-56,-63,-61,-60,-72,-64,-50,1.5,2.5,,,,,,,,,
-64,-52,-69,-58,-62,-68,-61,-49,1.5,2.5,,,,,,,,,
-67,-61,-72,-62,-55,-65,-65,-55,1.5,2.5,,,,,,,,,
-65,-56,-63,-61,-62,-71,-58,-51,1.5,2.5,,,,,,,,,
-63,-52,-62,-57,-61,-64,-57,-50,1.5,2.5,,,,,,,,,
-68,-60,-70,-62,-56,-68,-60,-56,1.5,2.5,,,,,,,,,
-66,-56,-63,-58,-61,-69,-62,-51,1.5,2.5,,,,,,,,,
-65,-60,-62,-58,-63,-70,-64,-47,1.5,2.5,,,,,,,,,
-66,-60,-71,-62,-56,-67,-61,-55,1.5,2.5,,,,,,,,,
-65,-56,-62,-62,-61,-67,-60,-56,1.5,2.5,,,,,,,,,
-64,-51,-62,-58,-62,-66,-64,-50,1.5,2.5,,,,,,,,,
-67,-61,-68,-61,-55,-62,-61,-56,1.5,2.5,,,,,,,,,
-64,-55,-62,-58,-60,-74,-64,-55,1.5,2.5,,,,,,,,,
-62,-52,-62,-58,-62,-64,-60,-50,1.5,2.5,,,,,,,,,
-68,-60,-62,-62,-55,-65,-61,-55,1.5,2.5,,,,,,,,,
-63,-55,-62,-62,-63,-77,-68,-51,1.5,2.5,,,,,,,,,
-63,-52,-62,-58,-62,-67,-61,-50,1.5,2.5,,,,,,,,,
-64,-60,-69,-64,-56,-65,-61,-55,1.5,2.5,,,,,,,,,
-63,-55,-63,-61,-62,-75,-61,-51,1.5,2.5,,,,,,,,,
-63,-52,-60,-58,-55,-66,-61,-50,1.5,2.5,,,,,,,,,
-64,-60,-68,-61,-65,-63,-61,-55,1.5,2.5,,,,,,,,,
-63,-55,-63,-62,-62,-63,-64,-50,1.5,2.5,,,,,,,,,
-69,-52,-64,-58,-56,-66,-61,-50,1.5,2.5,,,,,,,,,
-64,-60,-69,-62,-61,-63,-61,-55,1.5,2.5,,,,,,,,,
-63,-55,-62,-62,-55,-63,-65,-50,1.5,2.5,,,,,,,,,
-64,-60,-68,-61,-62,-64,-61,-55,1.5,2.5,,,,,,,,,
-63,-55,-62,-61,-62,-78,-64,-51,1.5,2.5,,,,,,,,,
-64,-52,-62,-58,-55,-61,-60,-50,1.5,2.5,,,,,,,,,
-68,-60,-68,-61,-61,-64,-61,-55,1.5,2.5,,,,,,,,,
-63,-55,-63,-61,-62,-63,-63,-55,1.5,2.5,,,,,,,,,
-63,-52,-64,-62,-55,-66,-61,-50,1.5,2.5,,,,,,,,,
-68,-60,-70,-61,-62,-64,-61,-55,1.5,2.5,,,,,,,,,
-63,-55,-62,-62,-61,-77,-64,-51,1.5,2.5,,,,,,,,,
-68,-52,-67,-62,-55,-65,-59,-50,1.5,2.5,,,,,,,,,
-64,-60,-70,-61,-62,-65,-59,-55,1.5,2.5,,,,,,,,,
-63,-52,-64,-61,-62,-85,-62,-51,1.5,2.5,,,,,,,,,
-68,-62,-69,-61,-55,-63,-60,-55,1.5,2.5,,,,,,,,,
-63,-61,-71,-61,-62,-72,-64,-56,1.5,2.5,,,,,,,,,
-64,-56,-62,-62,-62,-74,-66,-51,1.5,2.5,,,,,,,,,
-63,-51,-62,-62,-60,-65,-59,-50,1.5,2.5,,,,,,,,,
-65,-60,-62,-58,-61,-76,-59,-50,1.5,2.5,,,,,,,,,
-64,-56,-63,-61,-62,-76,-66,-55,1.5,2.5,,,,,,,,,
-65,-56,-71,-62,-61,-64,-65,-50,1.5,2.5,,,,,,,,,
-63,-56,-63,-62,-62,-76,-64,-55,1.5,2.5,,,,,,,,,
-63,-51,-63,-58,-55,-66,-60,-51,1.5,2.5,,,,,,,,,
-68,-60,-70,-62,-61,-64,-59,-50,1.5,2.5,,,,,,,,,
-63,-56,-63,-62,-62,-75,-64,-51,1.5,2.5,,,,,,,,,
-63,-51,-62,-58,-62,-66,-59,-50,1.5,2.5,,,,,,,,,
-65,-56,-62,-62,-62,-75,-64,-51,1.5,2.5,,,,,,,,,
-63,-60,-62,-58,-62,-65,-59,-50,1.5,2.5,,,,,,,,,
-68,-56,-71,-62,-55,-65,-65,-55,1.5,2.5,,,,,,,,,
-64,-51,-63,-62,-62,-76,-64,-51,1.5,2.5,,,,,,,,,
-63,-60,-62,-58,-63,-66,-59,-50,1.5,2.5,,,,,,,,,
-64,-60,-71,-61,-55,-65,-65,-55,1.5,2.5,,,,,,,,,
-63,-56,-62,-61,-61,-64,-62,-52,1.5,2.5,,,,,,,,,
-68,-61,-71,-62,-55,-64,-65,-55,1.5,2.5,,,,,,,,,
-65,-53,-63,-61,-61,-76,-64,-52,1.5,2.5,,,,,,,,,
-63,-52,-62,-62,-62,-67,-60,-50,1.5,2.5,,,,,,,,,
-68,-55,-70,-61,-59,-67,-63,-55,1.5,2.5,,,,,,,,,
-62,-55,-62,-62,-61,-65,-65,-57,1.5,2.5,,,,,,,,,
-62,-61,-63,-57,-62,-66,-62,-50,1.5,2.5,,,,,,,,,
-64,-55,-68,-61,-55,-63,-62,-55,1.5,2.5,,,,,,,,,
-62,-63,-68,-61,-62,-78,-65,-52,1.5,2.5,,,,,,,,,
-63,-52,-62,-62,-63,-66,-60,-50,1.5,2.5,,,,,,,,,
-69,-60,-69,-58,-61,-64,-62,-55,1.5,2.5,,,,,,,,,
-64,-55,-62,-61,-61,-78,-65,-51,1.5,2.5,,,,,,,,,
-62,-60,-62,-62,-54,-66,-60,-50,1.5,2.5,,,,,,,,,
-70,-55,-69,-58,-62,-64,-62,-55,1.5,2.5,,,,,,,,,
-63,-55,-62,-61,-61,-64,-65,-50,1.5,2.5,,,,,,,,,
-70,-60,-71,-57,-62,-64,-61,-55,1.5,2.5,,,,,,,,,
-64,-56,-62,-57,-62,-74,-65,-50,1.5,2.5,,,,,,,,,
-62,-52,-62,-61,-55,-65,-60,-49,1.5,2.5,,,,,,,,,
-64,-55,-64,-61,-55,-64,-64,-50,1.5,2.5,,,,,,,,,
-63,-60,-62,-61,-61,-66,-61,-50,1.5,2.5,,,,,,,,,
-68,-56,-63,-58,-62,-63,-62,-52,1.5,2.5,,,,,,,,,
-68,-52,-69,-61,-55,-81,-66,-52,1.5,2.5,,,,,,,,,
-63,-52,-63,-61,-62,-65,-61,-50,1.5,2.5,,,,,,,,,
-68,-55,-69,-61,-62,-63,-63,-52,1.5,2.5,,,,,,,,,
-63,-60,-62,-60,-55,-67,-60,-50,1.5,2.5,,,,,,,,,
-68,-55,-63,-58,-62,-65,-62,-52,1.5,2.5,,,,,,,,,
-63,-55,-62,-64,-61,-65,-66,-50,1.5,2.5,,,,,,,,,
-62,-52,-62,-61,-55,-65,-61,-50,1.5,2.5,,,,,,,,,
-68,-60,-70,-58,-61,-76,-66,-52,1.5,2.5,,,,,,,,,
-63,-52,-62,-61,-55,-63,-62,-55,1.5,2.5,,,,,,,,,
-68,-55,-70,-57,-62,-76,-61,-52,1.5,2.5,,,,,,,,,
-69,-55,-62,-60,-62,-67,-61,-50,1.5,2.5,,,,,,,,,
-63,-60,-63,-61,-55,-67,-62,-50,1.5,2.5,,,,,,,,,
-69,-56,-73,-58,-62,-65,-64,-55,1.5,2.5,,,,,,,,,
-64,-56,-63,-61,-62,-84,-60,-52,1.5,2.5,,,,,,,,,
-62,-52,-62,-62,-61,-64,-61,-50,1.5,2.5,,,,,,,,,
-63,-60,-62,-61,-61,-78,-60,-50,1.5,2.5,,,,,,,,,
-69,-56,-74,-57,-62,-63,-64,-56,1.5,2.5,,,,,,,,,
-63,-52,-63,-61,-55,-80,-59,-50,1.5,2.5,,,,,,,,,
-69,-56,-74,-57,-62,-63,-62,-56,1.5,2.5,,,,,,,,,
-63,-52,-63,-62,-61,-81,-60,-50,1.5,2.5,,,,,,,,,
-62,-60,-63,-57,-62,-64,-61,-50,1.5,2.5,,,,,,,,,
-62,-52,-62,-62,-63,-65,-64,-52,1.5,2.5,,,,,,,,,
-62,-61,-62,-62,-62,-65,-61,-50,1.5,2.5,,,,,,,,,
-68,-56,-63,-57,-62,-64,-62,-56,1.5,2.5,,,,,,,,,
-64,-52,-62,-57,-55,-73,-65,-51,1.5,2.5,,,,,,,,,
-62,-61,-62,-62,-62,-64,-60,-50,1.5,2.5,,,,,,,,,
-67,-56,-62,-58,-62,-63,-63,-55,1.5,2.5,,,,,,,,,
-64,-52,-73,-62,-55,-79,-64,-51,1.5,2.5,,,,,,,,,
-62,-60,-62,-64,-62,-65,-61,-50,1.5,2.5,,,,,,,,,
-68,-56,-62,-58,-62,-63,-62,-55,1.5,2.5,,,,,,,,,
-65,-52,-72,-62,-55,-86,-65,-51,1.5,2.5,,,,,,,,,
-67,-60,-63,-60,-62,-65,-61,-50,1.5,2.5,,,,,,,,,
-65,-55,-64,-57,-62,-63,-65,-55,1.5,2.5,,,,,,,,,
-64,-52,-62,-57,-55,-64,-65,-50,1.5,2.5,,,,,,,,,
-64,-55,-72,-62,-61,-79,-64,-51,1.5,2.5,,,,,,,,,
-62,-52,-72,-58,-55,-80,-60,-50,1.5,2.5,,,,,,,,,
-64,-56,-73,-62,-61,-77,-61,-51,1.5,2.5,,,,,,,,,
-62,-52,-62,-58,-55,-64,-61,-50,1.5,2.5,,,,,,,,,
-67,-60,-63,-62,-62,-77,-63,-50,1.5,2.5,,,,,,,,,
-64,-55,-72,-58,-63,-64,-62,-51,1.5,2.5,,,,,,,,,
-63,-56,-62,-62,-63,-63,-61,-50,1.5,2.5,,,,,,,,,
-63,-52,-62,-62,-62,-72,-62,-50,1.5,2.5,,,,,,,,,
-63,-55,-72,-58,-61,-64,-66,-58,1.5,2.5,,,,,,,,,
-62,-52,-64,-62,-65,-65,-61,-50,1.5,2.5,,,,,,,,,
-68,-60,-63,-58,-61,-75,-62,-50,1.5,2.5,,,,,,,,,
-68,-56,-72,-62,-62,-76,-66,-51,1.5,2.5,,,,,,,,,
-63,-52,-62,-62,-62,-64,-62,-51,1.5,2.5,,,,,,,,,
-63,-60,-62,-58,-62,-63,-63,-56,1.5,2.5,,,,,,,,,
-64,-55,-71,-62,-62,-74,-65,-51,1.5,2.5,,,,,,,,,
-68,-60,-62,-57,-61,-65,-62,-56,1.5,2.5,,,,,,,,,
-64,-56,-71,-62,-61,-66,-65,-51,1.5,2.5,,,,,,,,,
-63,-52,-63,-65,-63,-63,-62,-50,1.5,2.5,,,,,,,,,
-64,-60,-62,-57,-55,-73,-61,-50,1.5,2.5,,,,,,,,,
-63,-56,-71,-61,-61,-74,-61,-56,1.5,2.5,,,,,,,,,
-68,-52,-63,-62,-62,-63,-65,-50,1.5,2.5,,,,,,,,,
-68,-60,-62,-57,-56,-77,-60,-50,1.5,2.5,,,,,,,,,
